date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
21_01_26,WPG,Andrew Copp,14.366666666667,1,2,5,0,0.66,3.3,1.0,0.0,1.0,0.0,0.32,0.96666666666667,0.0,0.0,0.0,0.0,0.0,36.0,14.1,0.0,18.633333333333667,50.1,161.32379248658032
21_01_26,WPG,Nikolaj Ehlers,13.316666666667,1,2,1,0,0.08,3.0,0.0,1.0,2.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,29.6,11.7,0.0,16.316666666667,41.3,151.86925434116134
21_01_26,WPG,Paul Stastny,12.066666666667,1,1,1,1,0.23,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.200000000000003,0.0,0.0,17.316666666667,23.200000000000003,80.38498556303985
21_01_26,PHI,Claude Giroux,15.016666666667,0,2,2,0,0.19,5.5333333333333,0.0,1.0,1.0,0.0,0.15,0.21666666666667,0.0,0.0,0.0,0.0,0.0,19.2,10.1,0.0,20.766666666666968,29.299999999999997,84.65489566613039
21_01_26,S.J,Logan Couture,12.633333333333,1,1,2,1,0.08,4.6666666666667,0.0,0.0,0.0,0.0,0.0,0.63333333333333,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,17.933333333333028,24.8,82.9739776951687
21_01_26,VGK,Max Pacioretty,16.583333333333,2,0,5,0,0.49,4.85,1.0,0.0,3.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,32.0,17.3,0.0,21.433333333333003,49.3,138.0093312597222
21_01_26,VGK,Alec Martinez,17.833333333333,0,2,0,2,0.02,4.15,0.0,0.0,1.0,0.0,0.26,1.6666666666667,0.0,0.0,0.0,1.0,0.0,19.2,1.6,1.6,23.6499999999997,22.400000000000002,56.82875264270685
21_01_26,PIT,Jason Zucker,13.9,1,1,2,0,0.25,4.0833333333333,0.0,0.0,2.0,0.0,0.14,0.85,0.0,0.0,0.0,0.0,0.0,23.2,3.2,0.0,18.8333333333333,26.4,84.10619469026562
21_01_26,NSH,Mikael Granlund,15.683333333333,1,1,3,0,0.14,3.2833333333333,0.0,0.0,2.0,0.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,24.8,3.2,0.0,19.9666666666663,28.0,84.140233722873
21_01_26,VGK,Mark Stone,13.5,0,2,3,1,0.4,4.3166666666667,0.0,1.0,0.0,0.0,0.0,0.76666666666667,0.0,0.0,0.0,0.0,0.0,22.400000000000002,8.5,0.0,18.583333333333368,30.900000000000002,99.76681614349758
21_01_26,WPG,Adam Lowry,11.1,1,1,3,0,0.19,3.9833333333333,0.0,1.0,3.0,0.0,0.83,0.96666666666667,0.0,0.0,0.0,0.0,0.0,24.8,13.3,0.0,16.04999999999997,38.1,142.42990654205636
21_01_26,COL,Brandon Saad,12.583333333333,2,0,3,0,0.2,3.25,0.0,0.0,0.0,0.0,0.0,0.23333333333333,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,16.06666666666633,28.8,107.55186721991929
21_01_26,FLA,Anthony Duclair,16.45,0,2,1,0,0.14,1.5666666666667,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,18.016666666666698,17.6,58.61239592969463
